tok	sentstart	reported_conf	reported_pred
und	no	0.9991099238395691	x
las	no	0.831625759601593	x
ihr	no	0.7482740879058838	x
aus	no	0.6281368732452393	x
allerlei	no	0.5695333480834961	x
mystischen	no	0.505970299243927	x
Büchern	no	0.7799925208091736	x
vor	no	0.9743770360946655	x
,	no	0.9985002279281616	x
daß	no	0.8219285011291504	x
Klara	no	0.7285572290420532	x
bat	no	0.9418789148330688	x
:	no	0.9832693338394165	x
„	no	0.999996542930603	x
Aber	no	0.9066436290740967	x
,	no	0.9820536375045776	x
lieber	no	0.9674639701843262	x
Nathanael	no	0.801108717918396	x
,	no	0.9998620748519897	x
wenn	no	0.8012712597846985	x
ich	no	0.7497191429138184	x
dich	no	0.6795071363449097	x
nun	no	0.6969936490058899	x
das	no	0.5343309044837952	x
böse	no	0.585119366645813	x
Prinzip	no	0.6356168389320374	x
schelten	no	0.8464097380638123	x
wollte	no	0.9802400469779968	x
,	no	0.6810502409934998	x
das	no	0.5623795390129089	x
feindlich	no	0.5257889628410339	x
auf	no	0.539713442325592	x
meinen	no	0.5291894674301147	x
Kaffee	no	0.5883964896202087	x
wirkt	no	0.5450206995010376	x
?	no	0.5914103984832764	x
–	yes	0.9999258518218994	x
Denn	no	0.8848377466201782	x
wenn	no	0.864539623260498	x
ich	no	0.6863095164299011	x
,	no	0.9941385984420776	x
wie	no	0.886523962020874	x
du	no	0.8538453578948975	x
es	no	0.6894297003746033	x
willst	no	0.7601312398910522	x
,	no	0.9454033970832825	x
alles	no	0.9147462248802185	x
stehen	no	0.9129964709281921	x
und	no	0.9425103664398193	x
liegen	no	0.9376856684684753	x
lassen	no	0.8224788308143616	x
und	no	0.998181939125061	x
dir	no	0.8213039636611938	x
,	no	0.9893516898155212	x
indem	no	0.946395993232727	x
du	no	0.9265727996826172	x
liesest	no	0.7344042062759399	x
,	no	0.9852004051208496	x
in	no	0.974477231502533	x
die	no	0.9614861607551575	x
Augen	no	0.9679679870605469	x
schauen	no	0.978177547454834	x
soll	no	0.8320134878158569	x
,	no	0.999901294708252	x
so	no	0.8771638870239258	x
läuft	no	0.9426712393760681	x
mir	no	0.9330103993415833	x
der	no	0.9555051326751709	x
Kaffee	no	0.9648867845535278	x
ins	no	0.9731884598731995	x
Feuer	no	0.9214194416999817	x
,	no	0.9999417066574097	x
und	no	0.9345337152481079	x
ihr	no	0.9173380732536316	x
bekommt	no	0.9372740983963013	x
alle	no	0.9392673373222351	x
kein	no	0.9487690329551697	x
Frühstück	no	0.946667492389679	x
!	no	0.8352097868919373	x
“	no	0.9977914094924927	x
–	no	0.9998069405555725	x
Nathanael	no	0.883431613445282	x
klappte	no	0.9335180521011353	x
das	no	0.8541767597198486	x
Buch	no	0.5789982676506042	x
heftig	no	0.5662227272987366	x
zu	no	0.6881088018417358	x
und	no	0.9972360730171204	x
rannte	no	0.9642369747161865	x
voll	no	0.9643518328666687	x
Unmut	no	0.946973979473114	x
fort	no	0.9796308279037476	x
in	no	0.9912262558937073	x
sein	no	0.9809960126876831	x
Zimmer	no	0.9860964417457581	x
.	no	0.9925591945648193	x
Sonst	yes	0.8836619257926941	x
hatte	no	0.9437853693962097	x
er	no	0.9333572387695312	x
eine	no	0.9608928561210632	x
besondere	no	0.9687928557395935	x
Stärke	no	0.9777529239654541	x
in	no	0.9825778603553772	x
anmutigen	no	0.9798214435577393	x
,	no	0.9900730848312378	x
lebendigen	no	0.9795165061950684	x
Erzählungen	no	0.951069176197052	x
,	no	0.9947393536567688	x
die	no	0.7292013168334961	x
er	no	0.612847626209259	x
aufschrieb	no	0.9554767608642578	x
und	no	0.9959724545478821	x
die	no	0.795280933380127	x
Klara	no	0.6358786821365356	x
mit	no	0.6214666366577148	x
dem	no	0.6133766770362854	x
innigsten	no	0.5199523568153381	x
Vergnügen	no	0.5653437972068787	x
anhörte	no	0.9516194462776184	x
;	no	0.9995311498641968	x
jetzt	no	0.8875761032104492	x
waren	no	0.9553427696228027	x
seine	no	0.919691264629364	x
Dichtungen	no	0.5671464204788208	x
düster	no	0.6268430352210999	x
,	no	0.9416041374206543	x
unverständlich	no	0.5730891823768616	x
,	no	0.9294570088386536	x
gestaltlos	no	0.664305567741394	x
,	no	0.9999475479125977	x
so	no	0.7159054279327393	x
daß	no	0.5346940755844116	x
,	no	0.99940025806427	x
wenn	no	0.6997922658920288	reported
Klara	no	0.5420755743980408	reported
schonend	no	0.5003300309181213	reported
es	no	0.9365932941436768	reported
auch	no	0.9287267327308655	reported
nicht	no	0.9885545372962952	reported
sagte	no	0.9999146461486816	reported
,	no	0.9968270659446716	x
er	no	0.922898530960083	x
doch	no	0.9133524298667908	x
wohl	no	0.947344958782196	x
fühlte	no	0.9711245894432068	x
,	no	0.9999189376831055	x
wie	no	0.7857977747917175	reported
wenig	no	0.6860619187355042	reported
sie	no	0.5933961868286133	reported
davon	no	0.586722731590271	reported
angesprochen	no	0.8962576985359192	reported
wurde	no	0.9266958832740784	reported
.	no	0.9987177848815918	reported
Nichts	yes	0.6634649634361267	x
war	no	0.9814947843551636	x
für	no	0.9941476583480835	x
Klara	no	0.9836192727088928	x
tötender	no	0.9921189546585083	x
als	no	0.9937236905097961	x
das	no	0.9881389737129211	x
Langweilige	no	0.8970940709114075	x
;	no	0.9999990463256836	x
in	no	0.7841283082962036	x
Blick	no	0.7407784461975098	x
und	no	0.8087607622146606	x
Rede	no	0.9649449586868286	x
sprach	no	0.9024487137794495	x
sich	no	0.5762965679168701	x
dann	no	0.5461875200271606	x
ihre	no	0.6328585743904114	x
nicht	no	0.6459193229675293	x
zu	no	0.5895321369171143	x
besiegende	no	0.6380693316459656	x
geistige	no	0.6037449836730957	x
Schläfrigkeit	no	0.5875357389450073	x
aus	no	0.5159749984741211	x
.	no	0.763648271560669	x
Nathanaels	yes	0.6794102787971497	x
Dichtungen	no	0.892237663269043	x
waren	no	0.6616881489753723	x
in	no	0.7868154644966125	x
der	no	0.8445525765419006	x
Tat	no	0.9295234680175781	x
sehr	no	0.9592421650886536	x
langweilig	no	0.9681926369667053	x
.	no	0.9889763593673706	x
Sein	yes	0.8418064713478088	x
Verdruß	no	0.714372992515564	x
über	no	0.7735024690628052	x
Klaras	no	0.7387720346450806	x
kaltes	no	0.7022380232810974	x
prosaisches	no	0.5550282597541809	x
Gemüt	no	0.7699302434921265	x
stieg	no	0.6888203024864197	x
höher	no	0.6477323174476624	x
,	no	0.9999772310256958	x
Klara	no	0.8206159472465515	x
konnte	no	0.8877575993537903	x
ihren	no	0.8267574310302734	x
Unmut	no	0.6163575053215027	x
über	no	0.5651393532752991	x
Nathanaels	no	0.6245994567871094	x
dunkle	no	0.748561441898346	x
,	no	0.6746183633804321	x
düstere	no	0.7308205962181091	x
,	no	0.6737226843833923	x
langweilige	no	0.7185050249099731	x
Mystik	no	0.7975054979324341	x
nicht	no	0.740840494632721	x
überwinden	no	0.9586463570594788	x
,	no	0.9989888072013855	x
und	no	0.8759362697601318	x
so	no	0.8958422541618347	x
entfernten	no	0.9585416316986084	x
beide	no	0.9484255909919739	x
im	no	0.9541153311729431	x
Innern	no	0.9570210576057434	x
sich	no	0.9837291836738586	x
immer	no	0.9821114540100098	x
mehr	no	0.9849862456321716	x
voneinander	no	0.957275927066803	x
,	no	0.9999879598617554	x
ohne	no	0.7098153233528137	reported
es	no	0.6022918820381165	reported
selbst	no	0.6570934057235718	reported
zu	no	0.757715106010437	reported
bemerken	no	0.8161749839782715	reported
.	no	0.9959230422973633	reported
Die	yes	0.7589899301528931	x
Gestalt	no	0.8319346308708191	x
des	no	0.8788335919380188	x
häßlichen	no	0.883184552192688	x
Coppelius	no	0.8540948629379272	x
war	no	0.9687652587890625	x
,	no	0.9999713897705078	x
wie	no	0.7843922972679138	reported
Nathanael	no	0.7193681597709656	reported
selbst	no	0.6373457908630371	reported
es	no	0.5348710417747498	reported
sich	no	0.7867894768714905	reported
gestehen	no	0.9137290120124817	reported
mußte	no	0.9954671859741211	reported
,	no	0.9128885865211487	x
in	no	0.7551702857017517	x
seiner	no	0.6697413921356201	x
Phantasie	no	0.577488899230957	x
erbleicht	no	0.9276154041290283	x
,	no	0.998977541923523	x
und	no	0.8846603631973267	x
es	no	0.8960141539573669	x
kostete	no	0.9323440194129944	x
ihm	no	0.9012808203697205	x
oft	no	0.8742146492004395	x
Mühe	no	0.9151873588562012	x
,	no	0.9991500377655029	x
ihn	no	0.8731105923652649	x
in	no	0.7509434819221497	x
seinen	no	0.6355316042900085	x
Dichtungen	no	0.869580090045929	x
,	no	0.9679228663444519	x
wo	no	0.7821973562240601	x
er	no	0.7096178531646729	x
als	no	0.6502337455749512	x
grauser	no	0.5869356393814087	x
Schicksalspopanz	no	0.5096177458763123	x
auftrat	no	0.7273056507110596	x
,	no	0.951606810092926	x
recht	no	0.8197031021118164	x
lebendig	no	0.8020483255386353	x
zu	no	0.7711477279663086	x
kolorieren	no	0.5329022407531738	x
.	no	0.5973617434501648	x
Es	yes	0.8513984084129333	x
kam	no	0.8472183346748352	x
ihm	no	0.8273709416389465	x
endlich	no	0.83778977394104	x
ein	no	0.7914579510688782	x
,	no	0.9953018426895142	x
jene	no	0.8511006236076355	x
düstre	no	0.7981792688369751	x
Ahnung	no	0.5406486988067627	x
,	no	0.9725687503814697	x
daß	no	0.9044779539108276	x
Coppelius	no	0.8815516829490662	x
sein	no	0.8575155138969421	x
Liebesglück	no	0.8297391533851624	x
stören	no	0.8502941131591797	x
werde	no	0.6065050959587097	x
,	no	0.9848957061767578	x
zum	no	0.9526423811912537	x
Gegenstande	no	0.9486578106880188	x
eines	no	0.9194946885108948	x
Gedichts	no	0.8144580125808716	x
zu	no	0.832108736038208	x
machen	no	0.820777416229248	x
.	no	0.5411529541015625	x
Er	yes	0.921421468257904	x
stellte	no	0.9698881506919861	x
sich	no	0.9587560296058655	x
und	no	0.9665122032165527	x
Klara	no	0.9560848474502563	x
dar	no	0.8858324885368347	x
,	no	0.998316764831543	x
in	no	0.9580445885658264	x
treuer	no	0.9484909772872925	x
Liebe	no	0.9423397779464722	x
verbunden	no	0.6180806756019592	x
,	no	0.9999383687973022	x
aber	no	0.9169092178344727	x
dann	no	0.8948844075202942	x
und	no	0.8722512722015381	x
wann	no	0.7766842246055603	x
war	no	0.9495232701301575	x
es	no	0.9342772364616394	x
,	no	0.9969767332077026	x
als	no	0.9625095725059509	x
griffe	no	0.9745650887489319	x
eine	no	0.9806786179542542	x
schwarze	no	0.9793941378593445	x
Faust	no	0.9811382293701172	x
in	no	0.9870206713676453	x
ihr	no	0.9821223020553589	x
Leben	no	0.9621036648750305	x
und	no	0.9995753169059753	x
risse	no	0.9488939642906189	x
irgendeine	no	0.9417260885238647	x
Freude	no	0.9428276419639587	x
heraus	no	0.9376046061515808	x
,	no	0.9946761131286621	x
die	no	0.9541252255439758	x
ihnen	no	0.944801926612854	x
aufgegangen	no	0.9537275433540344	x
.	no	0.9755122065544128	x
Endlich	yes	0.690973699092865	x
,	no	0.986433744430542	x
als	no	0.9631064534187317	x
sie	no	0.9620749950408936	x
schon	no	0.9649606943130493	x
am	no	0.9702947735786438	x
Traualtar	no	0.9547479152679443	x
stehen	no	0.8814566731452942	x
,	no	0.9996455907821655	x
erscheint	no	0.9600964188575745	x
der	no	0.9599483013153076	x
entsetzliche	no	0.9442600607872009	x
Coppelius	no	0.7925698757171631	x
und	no	0.9985607266426086	x
berührt	no	0.9684334993362427	x
Klaras	no	0.950568675994873	x
holde	no	0.9389485716819763	x
Augen	no	0.7921773791313171	x
;	no	0.9996870756149292	x
die	no	0.9525445103645325	x
springen	no	0.9761738181114197	x
in	no	0.9840019941329956	x
Nathanaels	no	0.973091721534729	x
Brust	no	0.9509481191635132	x
,	no	0.9975751042366028	x
wie	no	0.9794102907180786	x
blutige	no	0.977340579032898	x
Funken	no	0.980799674987793	x
sengend	no	0.983626663684845	x
und	no	0.9847167730331421	x
brennend	no	0.9342920780181885	x
,	no	0.9999262094497681	x
Coppelius	no	0.9206870198249817	x
faßt	no	0.9539155960083008	x
ihn	no	0.8330184817314148	x
und	no	0.9952470660209656	x
wirft	no	0.9819527268409729	x
ihn	no	0.9780118465423584	x
in	no	0.9888638257980347	x
einen	no	0.9880918264389038	x
flammenden	no	0.9841769933700562	x
Feuerkreis	no	0.9803741574287415	x
,	no	0.9988538026809692	x
der	no	0.9742029309272766	x
sich	no	0.9768205881118774	x
dreht	no	0.9871675372123718	x
mit	no	0.9913801550865173	x
der	no	0.9873669147491455	x
Schnelligkeit	no	0.9850907325744629	x
des	no	0.9830984473228455	x
Sturmes	no	0.9737687706947327	x
und	no	0.9985381364822388	x
ihn	no	0.964328944683075	x
sausend	no	0.964543879032135	x
und	no	0.9684031009674072	x
brausend	no	0.9677639603614807	x
fortreißt	no	0.974179744720459	x
.	no	0.9668758511543274	x
Es	yes	0.9771033525466919	x
ist	no	0.9882155656814575	x
ein	no	0.9905318021774292	x
Tosen	no	0.935294508934021	x
,	no	0.9979439377784729	x
als	no	0.9619942307472229	x
wenn	no	0.9561706781387329	x
der	no	0.9553253650665283	x
Orkan	no	0.954275906085968	x
grimmig	no	0.9567003846168518	x
hineinpeitscht	no	0.9683586359024048	x
in	no	0.9756866097450256	x
die	no	0.9719864130020142	x
schäumenden	no	0.9667588472366333	x
Meereswellen	no	0.9210151433944702	x
,	no	0.9975918531417847	x
die	no	0.9611606001853943	x
sich	no	0.9647384285926819	x
wie	no	0.9679474234580994	x
schwarze	no	0.965808629989624	x
,	no	0.9772801399230957	x
weißhauptige	no	0.9785136580467224	x
Riesen	no	0.9795963764190674	x
emporbäumen	no	0.9840198755264282	x
in	no	0.985077440738678	x
wütendem	no	0.9864057898521423	x
Kampfe	no	0.9878684282302856	x
.	no	0.9919630289077759	x
Aber	yes	0.8692270517349243	x
durch	no	0.9357602596282959	x
dies	no	0.9150776267051697	x
wilde	no	0.9171478748321533	x
Tosen	no	0.8113681077957153	x
hört	no	0.941440761089325	x
er	no	0.951134204864502	x
Klaras	no	0.9411011934280396	x
Stimme	no	0.8815149068832397	x
:	no	0.9448063969612122	x
„	no	0.9999895095825195	x
Kannst	no	0.8948618173599243	x
du	no	0.8891004920005798	x
mich	no	0.8140847086906433	x
denn	no	0.825531542301178	x
nicht	no	0.8277896046638489	x
erschauen	no	0.8447918891906738	x
?	no	0.9467525482177734	x
Coppelius	yes	0.9013904333114624	x
hat	no	0.9232514500617981	x
dich	no	0.9181604981422424	x
getäuscht	no	0.5523957014083862	x
,	no	0.9990423321723938	x
das	no	0.9565704464912415	x
waren	no	0.980076014995575	x
ja	no	0.981446385383606	x
nicht	no	0.993316650390625	x
meine	no	0.9879172444343567	x
Augen	no	0.9877792000770569	x
,	no	0.9985653758049011	x
die	no	0.9788511991500854	x
so	no	0.9787413477897644	x
in	no	0.982750415802002	x
deiner	no	0.9817755222320557	x
Brust	no	0.981880784034729	x
brannten	no	0.9586568474769592	x
,	no	0.9997177720069885	x
das	no	0.9659073948860168	x
waren	no	0.9785764813423157	x
ja	no	0.9798973202705383	x
glühende	no	0.9823320508003235	x
Tropfen	no	0.985305905342102	x
deines	no	0.9851012229919434	x
eignen	no	0.9786714315414429	x
Herzbluts	no	0.9315254092216492	x
–	no	0.999861478805542	x
ich	no	0.9253968000411987	x
habe	no	0.9554862976074219	x
ja	no	0.9534960985183716	x
meine	no	0.9604438543319702	x
Augen	no	0.9189296960830688	x
,	no	0.9998787641525269	x
sieh	no	0.8822100162506104	x
mich	no	0.7780023217201233	x
doch	no	0.7519838213920593	x
nur	no	0.7589057683944702	x
an	no	0.7335106134414673	x
!	no	0.6214385032653809	x
“	no	0.9251278638839722	x
–	no	0.9991981387138367	x
Nathanael	no	0.870272159576416	x
denkt	no	0.9597174525260925	x
:	no	0.9822949171066284	x
Das	no	0.9921461939811707	x
ist	no	0.9901654124259949	x
Klara	no	0.929770827293396	x
,	no	0.9995821118354797	x
und	no	0.9428380131721497	x
ich	no	0.9404290914535522	x
bin	no	0.964665949344635	x
ihr	no	0.9616971015930176	x
eigen	no	0.9671355485916138	x
ewiglich	no	0.9708982110023499	x
.	no	0.9888975024223328	x
–	yes	0.9992380142211914	x
Da	no	0.9153286218643188	x
ist	no	0.9732789993286133	x
es	no	0.9700173139572144	x
,	no	0.9995442032814026	x
als	no	0.9280527830123901	x
faßt	no	0.9582826495170593	x
der	no	0.9153814911842346	x
Gedanke	no	0.8187057971954346	x
gewaltig	no	0.810370147228241	x
in	no	0.6811846494674683	x
den	no	0.6879059672355652	x
Feuerkreis	no	0.6994844675064087	x
hinein	no	0.9250122904777527	x
,	no	0.9544845819473267	x
daß	no	0.8699272871017456	x
er	no	0.8439355492591858	x
stehen	no	0.826838493347168	x
bleibt	no	0.5911474227905273	x
,	no	0.999165415763855	x
und	no	0.9517354965209961	x
im	no	0.9551993012428284	x
schwarzen	no	0.9487160444259644	x
Abgrund	no	0.9463235139846802	x
verrauscht	no	0.9709784388542175	x
dumpf	no	0.9703322649002075	x
das	no	0.9754980206489563	x
Getöse	no	0.971735417842865	x
.	no	0.9282082915306091	x
Nathanael	yes	0.9677224159240723	x
blickt	no	0.9907466173171997	x
in	no	0.9897472858428955	x
Klaras	no	0.9764589071273804	x
Augen	no	0.9164919853210449	x
;	no	0.9999706745147705	x
aber	no	0.9146259427070618	x
es	no	0.9665244817733765	x
ist	no	0.984028160572052	x
der	no	0.987604022026062	x
Tod	no	0.9732480645179749	x
,	no	0.9993777275085449	x
der	no	0.9058789014816284	x
mit	no	0.9058293104171753	x
Klaras	no	0.8478251695632935	x
Augen	no	0.9089744687080383	x
ihn	no	0.8275302648544312	x
freundlich	no	0.8231185674667358	x
anschaut	no	0.938548743724823	x
.	no	0.9996127486228943	x
Während	yes	0.8208770155906677	reported
Nathanael	no	0.7034424543380737	reported
dies	no	0.8163939714431763	reported
dichtete	no	0.9991273283958435	reported
,	no	0.9659369587898254	x
war	no	0.9523468017578125	x
er	no	0.9670944213867188	x
sehr	no	0.9685622453689575	x
ruhig	no	0.9730236530303955	x
und	no	0.9899775981903076	x
besonnen	no	0.6256099939346313	x
,	no	0.9999594688415527	x
er	no	0.8743928074836731	x
feilte	no	0.8491682410240173	x
und	no	0.9861273765563965	x
besserte	no	0.9727880358695984	x
an	no	0.9762097001075745	x
jeder	no	0.9656510949134827	x
Zeile	no	0.5940340161323547	x
,	no	0.9998434782028198	x
und	no	0.9340554475784302	x
da	no	0.961475133895874	x
er	no	0.9501574039459229	x
sich	no	0.9530094265937805	x
dem	no	0.9568110108375549	x
metrischen	no	0.9472196102142334	x
Zwange	no	0.9408799409866333	x
unterworfen	no	0.6900839805603027	x
,	no	0.9995437264442444	x
ruhte	no	0.9626918435096741	x
er	no	0.9665895104408264	x
nicht	no	0.9450033903121948	x
,	no	0.9998608827590942	x
bis	no	0.9262843728065491	x
alles	no	0.9163932800292969	x
rein	no	0.9111416935920715	x
und	no	0.9378886222839355	x
wohlklingend	no	0.9358015060424805	x
sich	no	0.9552603363990784	x
fügte	no	0.973552942276001	x
.	no	0.9844260215759277	x
Als	yes	0.7742213606834412	x
er	no	0.7751021385192871	x
jedoch	no	0.7787142395973206	x
nun	no	0.7707074284553528	x
endlich	no	0.7725965976715088	x
fertig	no	0.79423588514328	x
worden	no	0.5920000672340393	x
und	no	0.9982261061668396	x
das	no	0.7824339270591736	x
Gedicht	no	0.5361543893814087	x
für	no	0.5388432145118713	x
sich	no	0.6439389586448669	x
laut	no	0.8004457950592041	x
las	no	0.9817689657211304	x
,	no	0.997938334941864	x
da	no	0.8980463743209839	x
faßte	no	0.949682891368866	x
ihn	no	0.9341157674789429	x
Grausen	no	0.8448435664176941	x
und	no	0.9730901122093201	x
wildes	no	0.9456050395965576	x
Entsetzen	no	0.5136411786079407	x
,	no	0.9997701048851013	x
und	no	0.9093655347824097	x
er	no	0.9112364649772644	x
schrie	no	0.9255845546722412	x
auf	no	0.9016633629798889	x
:	no	0.861060380935669	x
„	no	0.9998505115509033	x
Wessen	no	0.9092245101928711	x
grauenvolle	no	0.8956856727600098	x
Stimme	no	0.8342516422271729	x
ist	no	0.917525589466095	x
das	no	0.9226348400115967	x
?	no	0.785753071308136	x
“	no	0.999980092048645	x
Bald	no	0.7154944539070129	x
schien	no	0.5909808278083801	x
ihm	no	0.5085100531578064	x
jedoch	no	0.5228420495986938	x
das	no	0.5033071637153625	x
Ganze	no	0.537887692451477	x
wieder	no	0.5091310143470764	x
nur	no	0.5695971846580505	x
eine	no	0.5886735916137695	x
sehr	no	0.5333669185638428	x
gelungene	no	0.5498923063278198	x
Dichtung	no	0.9644756317138672	x
,	no	0.9958764314651489	x
und	no	0.8966997265815735	x
es	no	0.9332292079925537	x
war	no	0.9611750245094299	x
ihm	no	0.9360033273696899	x
,	no	0.9978060126304626	x
als	no	0.9545637369155884	x
müsse	no	0.9513294100761414	x
Klaras	no	0.9338809251785278	x
kaltes	no	0.9262019395828247	x
Gemüt	no	0.9151694774627686	x
dadurch	no	0.951434850692749	x
entzündet	no	0.9561923146247864	x
werden	no	0.8187674880027771	x
,	no	0.9999867677688599	x
wiewohl	no	0.7746002674102783	x
er	no	0.7103881239891052	x
nicht	no	0.5304622054100037	x
deutlich	no	0.5516560673713684	x
dachte	no	0.5942807197570801	x
,	no	0.9907987117767334	x
wozu	no	0.9434876441955566	x
denn	no	0.9180629253387451	x
Klara	no	0.8653901815414429	x
entzündet	no	0.6897861361503601	x
und	no	0.9841815829277039	x
wozu	no	0.937710165977478	x
es	no	0.936486005783081	x
denn	no	0.913795530796051	x
nun	no	0.8852291107177734	x
eigentlich	no	0.8527955412864685	x
führen	no	0.8495827913284302	x
solle	no	0.5551894903182983	x
,	no	0.9976045489311218	x
sie	no	0.8996474742889404	x
mit	no	0.8153412938117981	x
den	no	0.715576708316803	x
grauenvollen	no	0.6212555766105652	x
Bildern	no	0.5592427849769592	x
zu	no	0.5270707607269287	x
ängstigen	no	0.9506380558013916	x
,	no	0.9655200242996216	x
die	no	0.6697247624397278	x
ein	no	0.527697741985321	x
entsetzliches	no	0.6411864161491394	x
,	no	0.7156304717063904	x
ihre	no	0.5623138546943665	x
Liebe	no	0.506397008895874	x
zerstörendes	no	0.5295462012290955	x
Geschick	no	0.516015887260437	x
weissagten	no	0.5315180420875549	x
.	no	0.7350179553031921	x
–	yes	0.9996278285980225	x
Sie	no	0.9278234839439392	x
,	no	0.9811224937438965	x
Nathanael	no	0.9591048359870911	x
und	no	0.9657450318336487	x
Klara	no	0.8511090874671936	x
,	no	0.9913380146026611	x
saßen	no	0.990423858165741	x
in	no	0.9919245839118958	x
der	no	0.9806473255157471	x
Mutter	no	0.9694606065750122	x
kleinem	no	0.9700506329536438	x
Garten	no	0.8655228018760681	x
,	no	0.9999637603759766	x
Klara	no	0.8464829325675964	x
war	no	0.9481686949729919	x
sehr	no	0.9321949481964111	x
heiter	no	0.8311138153076172	x
,	no	0.9999840259552002	x
weil	no	0.7377007007598877	x
Nathanael	no	0.6824491620063782	x
sie	no	0.6328445076942444	x
seit	no	0.6607010364532471	x
drei	no	0.6597010493278503	x
Tagen	no	0.5670042037963867	x
,	no	0.9962037205696106	x
in	no	0.8416360020637512	reported
denen	no	0.8347897529602051	reported
er	no	0.7938677072525024	reported
an	no	0.5152119398117065	reported
jener	no	0.6669855713844299	reported
Dichtung	no	0.83072829246521	reported
schrieb	no	0.9989595413208008	reported
,	no	0.9729889631271362	x
nicht	no	0.9219176769256592	x
mit	no	0.8744288682937622	x
seinen	no	0.8010771870613098	x
Träumen	no	0.5837738513946533	x
und	no	0.7378847002983093	x
Ahnungen	no	0.6549947261810303	x
geplagt	no	0.5990272164344788	x
hatte	no	0.5091215968132019	x
.	no	0.7034696936607361	x
Auch	yes	0.6604616641998291	reported
Nathanael	no	0.5728935599327087	reported
sprach	no	0.9707221388816833	reported
lebhaft	no	0.9907195568084717	reported
und	no	0.706223726272583	reported
froh	no	0.9138354063034058	reported
von	no	0.9935277104377747	reported
lustigen	no	0.9941904544830322	reported
Dingen	no	0.9970176219940186	reported
wie	no	0.9942337870597839	reported
sonst	no	0.9994524121284485	reported
,	no	0.9895398020744324	x
so	no	0.8998340964317322	x
daß	no	0.8949542045593262	x
Klara	no	0.7879782319068909	x
sagte	no	0.9489043951034546	x
:	no	0.9865478873252869	x
„	no	0.9999891519546509	x
Nun	no	0.9347562193870544	x
erst	no	0.941965639591217	x
habe	no	0.9598439335823059	x
ich	no	0.9646018743515015	x
dich	no	0.9672079682350159	x
ganz	no	0.9671490788459778	x
wieder	no	0.8816500306129456	x
,	no	0.9998776912689209	x
siehst	no	0.9039615988731384	x
du	no	0.8947983980178833	x
es	no	0.8801372051239014	x
wohl	no	0.7680451273918152	x
,	no	0.987738847732544	x
wie	no	0.9503089189529419	x
wir	no	0.947579562664032	x
den	no	0.9412391185760498	x
häßlichen	no	0.9292891025543213	x
Coppelius	no	0.9155130386352539	x
vertrieben	no	0.9380751848220825	x
haben	no	0.9457792639732361	x
?	no	0.780289888381958	x
“	no	0.9999655485153198	x
Da	no	0.845026969909668	x
fiel	no	0.8563181161880493	x
dem	no	0.8278467655181885	x
Nathanael	no	0.7914488911628723	x
erst	no	0.8362158536911011	x
ein	no	0.8136548399925232	x
,	no	0.9971190690994263	x
daß	no	0.9341430068016052	x
er	no	0.9159637689590454	x
ja	no	0.9116932153701782	x
die	no	0.9048328995704651	x
Dichtung	no	0.7136082053184509	x
in	no	0.8101969361305237	x
der	no	0.8421112895011902	x
Tasche	no	0.8630789518356323	x
trage	no	0.8245747685432434	x
,	no	0.9981586337089539	x
die	no	0.8401430249214172	x
er	no	0.7954251170158386	x
habe	no	0.7338054180145264	x
vorlesen	no	0.6031432747840881	x
wollen	no	0.6525884866714478	x
.	no	0.8423295021057129	x
Er	yes	0.6595824956893921	x
zog	no	0.9362133145332336	x
auch	no	0.9526848196983337	x
sogleich	no	0.9571410417556763	x
die	no	0.9645103812217712	x
Blätter	no	0.8979307413101196	x
hervor	no	0.8197161555290222	x
und	no	0.9996607303619385	x
fing	no	0.9085729718208313	x
an	no	0.9233924150466919	x
zu	no	0.886105477809906	x
lesen	no	0.8479671478271484	x
;	no	0.9999464750289917	x
Klara	no	0.5525080561637878	x
,	no	0.9969121217727661	x
etwas	no	0.80959153175354	reported
Langweiliges	no	0.7461361885070801	reported
wie	no	0.5147628784179688	reported
gewöhnlich	no	0.605648934841156	reported
vermutend	no	0.9926827549934387	reported
und	no	0.8994050621986389	x
sich	no	0.5404151082038879	x
darein	no	0.5752538442611694	x
ergebend	no	0.9433079957962036	x
,	no	0.9088576436042786	x
fing	no	0.8776633739471436	x
an	no	0.8498150706291199	x
,	no	0.9831041097640991	x
ruhig	no	0.9506392478942871	x
zu	no	0.9629766345024109	x
stricken	no	0.9756335020065308	x
.	no	0.9767073392868042	x
Aber	yes	0.8767518997192383	x
so	no	0.9213036298751831	x
wie	no	0.929305374622345	x
immer	no	0.9349921345710754	x
schwärzer	no	0.9393007755279541	x
und	no	0.94722580909729	x
schwärzer	no	0.9476209878921509	x
das	no	0.9553844332695007	x
düstre	no	0.941157341003418	x
Gewölk	no	0.933333694934845	x
aufstieg	no	0.7586255073547363	x
,	no	0.9995751976966858	x
ließ	no	0.9373714923858643	x
sie	no	0.9444706439971924	x
den	no	0.9600104689598083	x
Strickstrumpf	no	0.9532653093338013	x
sinken	no	0.9017248153686523	x
und	no	0.9997039437294006	x
blickte	no	0.9525489211082458	x
starr	no	0.9581771492958069	x
dem	no	0.9622596502304077	x
Nathanael	no	0.9334233999252319	x
ins	no	0.9636947512626648	x
Auge	no	0.9747544527053833	x
.	no	0.9951452612876892	x
Den	yes	0.9462239146232605	x
riß	no	0.9796700477600098	x
seine	no	0.9587841033935547	x
