tok	sentstart	indirect_conf	indirect_pred
und	no	0.9490736126899719	indirect
wozu	no	0.986700177192688	indirect
es	no	0.9956698417663574	indirect
denn	no	0.9968507885932922	indirect
nun	no	0.9977076053619385	indirect
eigentlich	no	0.9957626461982727	indirect
führen	no	0.9977789521217346	indirect
solle	no	0.9998509883880615	indirect
,	no	0.912297248840332	indirect
sie	no	0.9500837922096252	indirect
mit	no	0.9772284030914307	indirect
den	no	0.983819305896759	indirect
grauenvollen	no	0.991304874420166	indirect
Bildern	no	0.9923751950263977	indirect
zu	no	0.9963440299034119	indirect
ängstigen	no	0.9995996356010437	indirect
,	no	0.977764368057251	indirect
die	no	0.9908589720726013	indirect
ein	no	0.9885013103485107	indirect
entsetzliches	no	0.9684878587722778	indirect
,	no	0.9530423283576965	indirect
ihre	no	0.9615374207496643	indirect
Liebe	no	0.9748818874359131	indirect
zerstörendes	no	0.9480445384979248	indirect
Geschick	no	0.8948766589164734	indirect
weissagten	no	0.9018155336380005	indirect
.	no	0.9813917875289917	indirect
–	yes	0.9890357851982117	x
Sie	no	0.9779249429702759	x
,	no	0.9995306730270386	x
Nathanael	no	0.9988493919372559	x
und	no	0.9980615973472595	x
Klara	no	0.9986801743507385	x
,	no	0.9998669624328613	x
saßen	no	0.9804385900497437	x
in	no	0.9800383448600769	x
der	no	0.9820683598518372	x
Mutter	no	0.9850842356681824	x
kleinem	no	0.9833606481552124	x
Garten	no	0.8946812152862549	x
,	no	0.9997878670692444	x
Klara	no	0.9985827207565308	x
war	no	0.9972127079963684	x
sehr	no	0.9960424900054932	x
heiter	no	0.9900386333465576	x
,	no	0.9998195767402649	x
weil	no	0.9925127029418945	x
Nathanael	no	0.9955500364303589	x
sie	no	0.9979104399681091	x
seit	no	0.9958219528198242	x
drei	no	0.9951364398002625	x
Tagen	no	0.9954214692115784	x
,	no	0.9993534684181213	x
in	no	0.9876168370246887	x
denen	no	0.9947525262832642	x
er	no	0.997735857963562	x
an	no	0.9932482242584229	x
jener	no	0.9941615462303162	x
Dichtung	no	0.9965225458145142	x
schrieb	no	0.9975922703742981	x
,	no	0.9996721744537354	x
nicht	no	0.9079872369766235	x
mit	no	0.9337537884712219	x
seinen	no	0.9462997913360596	x
Träumen	no	0.9373490214347839	x
und	no	0.9296751022338867	x
Ahnungen	no	0.9660236239433289	x
geplagt	no	0.9864583611488342	x
hatte	no	0.9927735924720764	x
.	no	0.987472653388977	x
Auch	yes	0.9992055296897888	x
Nathanael	no	0.9999405145645142	x
sprach	no	0.9997479319572449	x
lebhaft	no	0.9997534155845642	x
und	no	0.9992896318435669	x
froh	no	0.9992708563804626	x
von	no	0.990515947341919	x
lustigen	no	0.9912831783294678	x
Dingen	no	0.9980870485305786	x
wie	no	0.9968396425247192	x
sonst	no	0.88804030418396	x
,	no	0.9999639987945557	x
so	no	0.9934964179992676	x
daß	no	0.993783712387085	x
Klara	no	0.9988222718238831	x
sagte	no	0.9981899857521057	x
:	no	0.9990750551223755	x
„	no	0.9921042919158936	x
Nun	no	0.9742815494537354	x
erst	no	0.9660021662712097	x
habe	no	0.984348714351654	x
ich	no	0.9965797066688538	x
dich	no	0.9930792450904846	x
ganz	no	0.9889469742774963	x
wieder	no	0.5714172720909119	x
,	no	0.999841570854187	x
siehst	no	0.9990662932395935	x
du	no	0.9989655017852783	x
es	no	0.9981707334518433	x
wohl	no	0.9985997080802917	x
,	no	0.9998992681503296	x
wie	no	0.8389038443565369	x
wir	no	0.7301781177520752	x
den	no	0.8380018472671509	x
häßlichen	no	0.9147315621376038	x
Coppelius	no	0.9231642484664917	x
vertrieben	no	0.9053018093109131	x
haben	no	0.713549017906189	x
?	no	0.9933242201805115	x
“	no	0.8050054311752319	x
Da	no	0.9999467134475708	x
fiel	no	0.9989319443702698	x
dem	no	0.9983899593353271	x
Nathanael	no	0.999783456325531	x
erst	no	0.9957903027534485	x
ein	no	0.9998279809951782	x
,	no	0.9999861717224121	x
daß	no	0.7131690382957458	indirect
er	no	0.9294527173042297	indirect
ja	no	0.9723605513572693	indirect
die	no	0.991081714630127	indirect
Dichtung	no	0.9934145212173462	indirect
in	no	0.9956799745559692	indirect
der	no	0.9975559711456299	indirect
Tasche	no	0.9968935251235962	indirect
trage	no	0.9993958473205566	indirect
,	no	0.974054753780365	indirect
die	no	0.9972353577613831	indirect
er	no	0.9964770674705505	indirect
habe	no	0.997502863407135	indirect
vorlesen	no	0.9939029812812805	indirect
wollen	no	0.9977388381958008	indirect
.	no	0.9999743700027466	indirect
Er	yes	0.9885773658752441	x
zog	no	0.9993025064468384	x
auch	no	0.9982469081878662	x
sogleich	no	0.9988206028938293	x
die	no	0.9963609576225281	x
Blätter	no	0.9969353675842285	x
hervor	no	0.9981535077095032	x
und	no	0.9996088147163391	x
fing	no	0.999327540397644	x
an	no	0.9968396425247192	x
zu	no	0.9665865898132324	x
lesen	no	0.5633650422096252	x
;	no	0.9999594688415527	x
Klara	no	0.9476761817932129	x
,	no	0.999414324760437	x
etwas	no	0.9871447682380676	x
Langweiliges	no	0.9961838126182556	x
wie	no	0.9975186586380005	x
gewöhnlich	no	0.9978531002998352	x
vermutend	no	0.9995583891868591	x
und	no	0.9983798265457153	x
sich	no	0.9898369908332825	x
darein	no	0.9873147010803223	x
ergebend	no	0.9666252732276917	x
,	no	0.9998985528945923	x
fing	no	0.9974127411842346	x
an	no	0.9983388185501099	x
,	no	0.9997363686561584	x
ruhig	no	0.9683826565742493	x
zu	no	0.9454287886619568	x
stricken	no	0.9819930791854858	x
.	no	0.9910563230514526	x
Aber	yes	0.9506389498710632	x
so	no	0.9983059167861938	x
wie	no	0.9984281063079834	x
immer	no	0.993069052696228	x
schwärzer	no	0.9948794841766357	x
und	no	0.995928943157196	x
schwärzer	no	0.9947823882102966	x
das	no	0.9956282377243042	x
düstre	no	0.9959527254104614	x
Gewölk	no	0.9935888051986694	x
aufstieg	no	0.9796032309532166	x
,	no	0.9998086094856262	x
ließ	no	0.9961574673652649	x
sie	no	0.9989136457443237	x
den	no	0.9950518012046814	x
Strickstrumpf	no	0.9977080821990967	x
sinken	no	0.9970648884773254	x
und	no	0.9990273714065552	x
blickte	no	0.9956532716751099	x
starr	no	0.9978424310684204	x
dem	no	0.9906002283096313	x
Nathanael	no	0.9977879524230957	x
ins	no	0.9924432635307312	x
Auge	no	0.9948974251747131	x
.	no	0.9909731149673462	x
Den	yes	0.9981843829154968	x
riß	no	0.9968231916427612	x
seine	no	0.9978801012039185	x
Dichtung	no	0.9976338148117065	x
unaufhaltsam	no	0.9970625042915344	x
fort	no	0.9959174990653992	x
,	no	0.9998279809951782	x
hochrot	no	0.9956600069999695	x
färbte	no	0.9965500831604004	x
seine	no	0.9979541301727295	x
Wangen	no	0.9988536834716797	x
die	no	0.9935542345046997	x
innere	no	0.9963969588279724	x
Glut	no	0.9983904361724854	x
,	no	0.9994603991508484	x
Tränen	no	0.9900452494621277	x
quollen	no	0.9948432445526123	x
ihm	no	0.997007429599762	x
aus	no	0.9960032105445862	x
den	no	0.9936861395835876	x
Augen	no	0.9974514842033386	x
.	no	0.9926040768623352	x
–	yes	0.9996844530105591	x
Endlich	no	0.9809545278549194	x
hatte	no	0.9894747734069824	x
er	no	0.9972485899925232	x
geschlossen	no	0.9931451082229614	x
,	no	0.9999934434890747	x
er	no	0.828245997428894	x
stöhnte	no	0.9624409079551697	x
in	no	0.9065691828727722	x
tiefer	no	0.8689733147621155	x
Ermattung	no	0.7824222445487976	x
–	no	0.999977707862854	x
er	no	0.9675320386886597	x
faßte	no	0.9831936359405518	x
Klaras	no	0.9915859699249268	x
Hand	no	0.9955359697341919	x
und	no	0.9995825886726379	x
seufzte	no	0.9998157620429993	x
wie	no	0.9951079487800598	x
aufgelöst	no	0.998357355594635	x
in	no	0.9946027398109436	x
trostlosem	no	0.9975420236587524	x
Jammer	no	0.9986479878425598	x
:	no	0.9996366500854492	x
„	no	0.9976338148117065	x
Ach	no	0.9687284231185913	x
!	no	0.9967553019523621	x
–	yes	0.9882112145423889	x
Klara	no	0.9912853837013245	x
–	no	0.9996962547302246	x
Klara	no	0.9864555597305298	x
!	no	0.9850770831108093	x
“	no	0.9970142841339111	x
–	no	0.9996060729026794	x
Klara	no	0.9989987015724182	x
drückte	no	0.999077558517456	x
ihn	no	0.9992129802703857	x
sanft	no	0.9990505576133728	x
an	no	0.9966245889663696	x
ihren	no	0.9985496401786804	x
Busen	no	0.9994462132453918	x
und	no	0.9997608065605164	x
sagte	no	0.9994340538978577	x
leise	no	0.9984886646270752	x
,	no	0.9999874830245972	x
aber	no	0.9937310218811035	x
sehr	no	0.9971275925636292	x
langsam	no	0.9996209144592285	x
und	no	0.9994068145751953	x
ernst	no	0.9984754920005798	x
:	no	0.9995379447937012	x
„	no	0.9966576099395752	x
Nathanael	no	0.9967817068099976	x
–	no	0.9996883869171143	x
mein	no	0.9870091080665588	x
herzlieber	no	0.9939005374908447	x
Nathanael	no	0.9975197911262512	x
!	no	0.9970256686210632	x
–	yes	0.9996004700660706	x
wirf	no	0.9635252356529236	x
das	no	0.9853072166442871	x
tolle	no	0.9854198098182678	x
–	no	0.9995274543762207	x
unsinnige	no	0.9919191002845764	x
–	no	0.9997459053993225	x
wahnsinnige	no	0.9940813183784485	x
Märchen	no	0.9926040768623352	x
ins	no	0.9927041530609131	x
Feuer.	no	0.939035952091217	x
“	no	0.9978750944137573	x
Da	no	0.9995517134666443	x
sprang	no	0.9971631169319153	x
Nathanael	no	0.9994681477546692	x
entrüstet	no	0.9992745518684387	x
auf	no	0.9989615678787231	x
und	no	0.9994638562202454	x
rief	no	0.9989483952522278	x
,	no	0.9999938011169434	x
Klara	no	0.9680256247520447	x
von	no	0.993676483631134	x
sich	no	0.9821410179138184	x
stoßend	no	0.9978418350219727	x
:	no	0.9993150234222412	x
„	no	0.9972808361053467	x
Du	no	0.9798548817634583	x
lebloses	no	0.9919264316558838	x
,	no	0.9981641173362732	x
verdammtes	no	0.9959677457809448	x
Automat	no	0.9947245717048645	x
!	no	0.9873814582824707	x
“	no	0.9987950325012207	x
Er	no	0.9989835619926453	x
rannte	no	0.9988508224487305	x
fort	no	0.9978758096694946	x
,	no	0.9999128580093384	x
bittre	no	0.996508777141571	x
Tränen	no	0.9988021850585938	x
vergoß	no	0.9986095428466797	x
die	no	0.9958294034004211	x
tief	no	0.9962592124938965	x
verletzte	no	0.9979925155639648	x
Klara	no	0.9989593029022217	x
:	no	0.9997562766075134	x
„	no	0.9982275366783142	x
Ach	no	0.9824206233024597	x
,	no	0.9994912147521973	x
er	no	0.976982831954956	x
hat	no	0.9879189133644104	x
mich	no	0.9933559894561768	x
niemals	no	0.9960764050483704	x
geliebt	no	0.9863802790641785	x
,	no	0.9999468326568604	x
denn	no	0.9829386472702026	x
er	no	0.9966701865196228	x
versteht	no	0.9917620420455933	x
mich	no	0.9890996813774109	x
nicht	no	0.8510538339614868	x
“	no	0.9801428914070129	x
,	no	0.999955415725708	x
schluchzte	no	0.997786283493042	x
sie	no	0.9992427825927734	x
laut	no	0.9986010193824768	x
.	no	0.9992561936378479	x
–	yes	0.9964122176170349	x
Lothar	no	0.998906135559082	x
trat	no	0.9948727488517761	x
in	no	0.9890617728233337	x
die	no	0.9833042621612549	x
Laube	no	0.8366626501083374	x
;	no	0.9999581575393677	x
Klara	no	0.9908668994903564	x
mußte	no	0.9972792267799377	x
ihm	no	0.998612642288208	x
erzählen	no	0.9990530610084534	x
,	no	0.9999861717224121	x
was	no	0.828507125377655	indirect
vorgefallen	no	0.9999252557754517	indirect
;	no	0.9733487963676453	x
er	no	0.9910812973976135	x
liebte	no	0.9935537576675415	x
seine	no	0.9973022937774658	x
Schwester	no	0.9978554844856262	x
mit	no	0.9938328266143799	x
ganzer	no	0.992586076259613	x
Seele	no	0.9484049677848816	x
,	no	0.9999173879623413	x
jedes	no	0.9690654873847961	x
Wort	no	0.9794745445251465	x
ihrer	no	0.9787384867668152	x
Anklage	no	0.9970362186431885	x
fiel	no	0.9994705319404602	x
wie	no	0.99261474609375	x
ein	no	0.9930803179740906	x
Funke	no	0.9936097860336304	x
in	no	0.9914728403091431	x
sein	no	0.9882458448410034	x
Inneres	no	0.9265424609184265	x
,	no	0.9999140501022339	x
so	no	0.9881196022033691	x
daß	no	0.9789682030677795	x
der	no	0.9905059933662415	x
Unmut	no	0.9971325397491455	x
,	no	0.9955905675888062	x
den	no	0.9853687882423401	x
er	no	0.9923248291015625	x
wider	no	0.9877955913543701	x
den	no	0.9921548962593079	x
träumerischen	no	0.9907013177871704	x
Nathanael	no	0.9900186061859131	x
lange	no	0.9897425174713135	x
im	no	0.9893542528152466	x
Herzen	no	0.9921324849128723	x
getragen	no	0.9876081347465515	x
,	no	0.9988698363304138	x
sich	no	0.9789276123046875	x
entzündete	no	0.9732345938682556	x
zum	no	0.9828987121582031	x
wilden	no	0.9901502132415771	x
Zorn	no	0.989191472530365	x
.	no	0.6735932230949402	x
Er	yes	0.9983464479446411	x
lief	no	0.9995952248573303	x
zu	no	0.998611330986023	x
Nathanael	no	0.9994214773178101	x
,	no	0.999950647354126	x
er	no	0.9881159067153931	x
warf	no	0.9954677820205688	x
ihm	no	0.9985964894294739	x
das	no	0.9946792125701904	x
unsinnige	no	0.995618462562561	x
Betragen	no	0.9961351156234741	x
gegen	no	0.996382474899292	x
die	no	0.9948341846466064	x
geliebte	no	0.9967294931411743	x
Schwester	no	0.997856080532074	x
in	no	0.9940189123153687	x
harten	no	0.9962355494499207	x
Worten	no	0.9978964328765869	x
vor	no	0.9951629638671875	x
,	no	0.9999563694000244	x
die	no	0.9118183255195618	x
der	no	0.9493551254272461	x
aufbrausende	no	0.9620208144187927	x
Nathanael	no	0.9867060780525208	x
ebenso	no	0.9959652423858643	x
erwiderte	no	0.9983168840408325	x
.	no	0.996944010257721	x
Ein	yes	0.9949656128883362	x
„	no	0.9925175905227661	x
phantastischer	no	0.9742996692657471	x
,	no	0.9958893656730652	x
wahnsinniger	no	0.989501416683197	x
Geck	no	0.9936727285385132	x
“	no	0.9992071986198425	x
wurde	no	0.9949470162391663	x
mit	no	0.9955856800079346	x
einem	no	0.9929100871086121	x
„	no	0.9919426441192627	x
miserablen	no	0.9926702976226807	x
,	no	0.9947149157524109	x
gemeinen	no	0.995465874671936	x
Alltagsmenschen	no	0.9947697520256042	x
“	no	0.9962033629417419	x
erwidert	no	0.9951775074005127	x
.	no	0.9713224768638611	x
Der	yes	0.9981110095977783	x
Zweikampf	no	0.9993139505386353	x
war	no	0.9963723421096802	x
unvermeidlich	no	0.9969616532325745	x
.	no	0.9955750703811646	x
Sie	yes	0.9992221593856812	x
beschlossen	no	0.999911904335022	x
,	no	0.9999840259552002	x
sich	no	0.7566248178482056	indirect
am	no	0.9685904383659363	indirect
folgenden	no	0.987697422504425	indirect
Morgen	no	0.980504035949707	indirect
hinter	no	0.9945797920227051	indirect
dem	no	0.9968180656433105	indirect
Garten	no	0.9975098371505737	indirect
nach	no	0.998291552066803	indirect
dortiger	no	0.998528242111206	indirect
akademischer	no	0.998176097869873	indirect
Sitte	no	0.9971632361412048	indirect
mit	no	0.9988539218902588	indirect
scharfgeschliffenen	no	0.9983629584312439	indirect
Stoßrapieren	no	0.9985451698303223	indirect
zu	no	0.9988579750061035	indirect
schlagen	no	0.999430239200592	indirect
.	no	0.9999743700027466	indirect
Stumm	yes	0.9946564435958862	x
und	no	0.9997758269309998	x
finster	no	0.9998693466186523	x
schlichen	no	0.998344898223877	x
sie	no	0.9983501434326172	x
umher	no	0.9938242435455322	x
,	no	0.9998499155044556	x
Klara	no	0.9988288283348083	x
hatte	no	0.9981665015220642	x
den	no	0.9982694387435913	x
heftigen	no	0.9971108436584473	x
Streit	no	0.9982585310935974	x
gehört	no	0.9975253939628601	x
und	no	0.997123658657074	x
gesehen	no	0.9855169653892517	x
,	no	0.9999305009841919	x
daß	no	0.9576472640037537	x
der	no	0.9885162115097046	x
Fechtmeister	no	0.9950783252716064	x
in	no	0.9954906105995178	x
der	no	0.9952828288078308	x
Dämmerung	no	0.9962440729141235	x
die	no	0.9967870712280273	x
Rapiere	no	0.9971856474876404	x
brachte	no	0.9954026937484741	x
.	no	0.8549898266792297	x
Sie	yes	0.9999680519104004	x
ahnte	no	0.9998444318771362	x
,	no	0.9999827146530151	x
was	no	0.7223267555236816	indirect
geschehen	no	0.9730682373046875	indirect
sollte	no	0.9952371120452881	indirect
.	no	0.9991719722747803	indirect
Auf	yes	0.9906830787658691	x
dem	no	0.997635006904602	x
Kampfplatz	no	0.9936968684196472	x
angekommen	no	0.9862344861030579	x
,	no	0.9998937845230103	x
hatten	no	0.9861517548561096	x
Lothar	no	0.9958386421203613	x
und	no	0.996745228767395	x
Nathanael	no	0.9972854852676392	x
soeben	no	0.9949264526367188	x
düster	no	0.9965903759002686	x
schweigend	no	0.9972038269042969	x
die	no	0.9924461245536804	x
Röcke	no	0.9960971474647522	x
abgeworfen	no	0.9859989881515503	x
;	no	0.9999490976333618	x
blutdürstige	no	0.961928129196167	x
Kampflust	no	0.9834669232368469	x
im	no	0.974398136138916	x
brennenden	no	0.987630307674408	x
Auge	no	0.9639518857002258	x
,	no	0.9997246861457825	x
wollten	no	0.9785029292106628	x
sie	no	0.9882004261016846	x
gegeneinander	no	0.9886178374290466	x
ausfallen	no	0.9237772822380066	x
,	no	0.9994925260543823	x
als	no	0.9805812835693359	x
Klara	no	0.989264726638794	x
durch	no	0.9880126714706421	x
die	no	0.991470992565155	x
Gartentür	no	0.9952959418296814	x
herbeistürzte	no	0.9959661960601807	x
.	no	0.9664291739463806	x
Schluchzend	yes	0.9998921155929565	x
rief	no	0.9994909763336182	x
sie	no	0.9998635053634644	x
laut	no	0.9992617964744568	x
:	no	0.9997478127479553	x
„	no	0.9965583682060242	x
Ihr	no	0.9740766882896423	x
wilden	no	0.988149106502533	x
entsetzlichen	no	0.9968231916427612	x
Menschen	no	0.9972461462020874	x
!	no	0.9987168312072754	x
–	yes	0.9992367029190063	x
stoßt	no	0.9895205497741699	x
mich	no	0.9963034391403198	x
nur	no	0.9967128038406372	x
gleich	no	0.9964220523834229	x
nieder	no	0.9970170259475708	x
,	no	0.9996402263641357	x
ehe	no	0.9350102543830872	x
ihr	no	0.9557822942733765	x
euch	no	0.9781742095947266	x
anfallt	no	0.8119915127754211	x
;	no	0.9999947547912598	x
denn	no	0.9526512622833252	x
wie	no	0.9794797301292419	x
soll	no	0.9896149635314941	x
ich	no	0.9947220087051392	x
denn	no	0.9939992427825928	x
länger	no	0.997461199760437	x
leben	no	0.9983981251716614	x
auf	no	0.9925480484962463	x
der	no	0.9908708930015564	x
Welt	no	0.986114501953125	x
,	no	0.999503493309021	x
wenn	no	0.981462836265564	x
der	no	0.9868319034576416	x
Geliebte	no	0.990666925907135	x
den	no	0.992453396320343	x
Bruder	no	0.9941416382789612	x
oder	no	0.9947085380554199	x
wenn	no	0.9920073747634888	x
der	no	0.9945599436759949	x
Bruder	no	0.9954515099525452	x
den	no	0.9951266050338745	x
Geliebten	no	0.995695948600769	x
ermordet	no	0.994594156742096	x
hat	no	0.9959678649902344	x
!	no	0.8831080198287964	x
“	no	0.9979220032691956	x
–	no	0.9999501705169678	x
Lothar	no	0.9998395442962646	x
ließ	no	0.9992013573646545	x
die	no	0.9986568689346313	x
Waffe	no	0.9992049336433411	x
sinken	no	0.9987616539001465	x
und	no	0.9997848868370056	x
sah	no	0.9989983439445496	x
schweigend	no	0.9986887574195862	x
zur	no	0.9953495860099792	x
Erde	no	0.9986070990562439	x
nieder	no	0.9969871640205383	x
,	no	0.9999309778213501	x
aber	no	0.9957017302513123	x
in	no	0.9965482354164124	x
Nathanaels	no	0.9996715784072876	x
Innern	no	0.9993676543235779	x
ging	no	0.9981430768966675	x
in	no	0.9949029684066772	x
herzzerreißender	no	0.9971538782119751	x
Wehmut	no	0.9990247488021851	x
alle	no	0.9922159314155579	x
Liebe	no	0.99680495262146	x
wieder	no	0.9961416125297546	x
auf	no	0.9975638389587402	x
,	no	0.9999358654022217	x
wie	no	0.7675203680992126	x
er	no	0.8600130677223206	x
sie	no	0.900875449180603	x
jemals	no	0.9267791509628296	x
in	no	0.9203102588653564	x
der	no	0.9209489226341248	x
herrlichen	no	0.9433596730232239	x
Jugendzeit	no	0.9660213589668274	x
schönsten	no	0.9767735004425049	x
Tagen	no	0.9854307174682617	x
für	no	0.9840871691703796	x
die	no	0.9867637753486633	x
holde	no	0.9870570302009583	x
Klara	no	0.9942618608474731	x
empfunden	no	0.9952340722084045	x
.	no	0.9132513403892517	x
Das	yes	0.9994745850563049	x
Mordgewehr	no	0.99901282787323	x
entfiel	no	0.9990515112876892	x
seiner	no	0.9934290051460266	x
Hand	no	0.9930272698402405	x
,	no	0.9999103546142578	x
er	no	0.9930971264839172	x
stürzte	no	0.998247504234314	x
zu	no	0.9978565573692322	x
Klaras	no	0.9970456957817078	x
Füßen	no	0.9989867806434631	x
.	no	0.9986762404441833	x
„	yes	0.9354636073112488	x
Kannst	no	0.9903734922409058	x
du	no	0.9990654587745667	x
mir	no	0.998916745185852	x
denn	no	0.9981124401092529	x
jemals	no	0.9991132616996765	x
verzeihen	no	0.9989914298057556	x
,	no	0.9999575614929199	x
du	no	0.71368807554245	x
meine	no	0.7570427060127258	x
einzige	no	0.5171698331832886	x
,	no	0.9768423438072205	x
meine	no	0.9678642153739929	x
herzgeliebte	no	0.9154527187347412	x
Klara	no	0.9182484149932861	x
!	no	0.89481520652771	x
–	yes	0.9738414883613586	x
Kannst	no	0.9952321648597717	x
du	no	0.9991924166679382	x
mir	no	0.9987199306488037	x
verzeihen	no	0.9986530542373657	x
,	no	0.9999909400939941	x
mein	no	0.8458741903305054	x
herzlieber	no	0.7798372507095337	x
Bruder	no	0.7152701616287231	x
Lothar	no	0.7415850162506104	x
!	no	0.9343534111976624	x
“	no	0.6522265672683716	x
–	no	0.9612864851951599	x
Lothar	no	0.998512327671051	x
wurde	no	0.9986316561698914	x
gerührt	no	0.9989728927612305	x
von	no	0.9985504746437073	x
des	no	0.997780978679657	x
Freundes	no	0.9986512064933777	x
tiefem	no	0.9984598159790039	x
Schmerz	no	0.9972667694091797	x
;	no	0.9999856948852539	x
unter	no	0.9073476791381836	x
tausend	no	0.9593601822853088	x
Tränen	no	0.9997850060462952	x
umarmten	no	0.998237133026123	x
sich	no	0.998319685459137	x
die	no	0.9978703260421753	x
drei	no	0.9987066984176636	x
versöhnten	no	0.9959726929664612	x
Menschen	no	0.9993153810501099	x
und	no	0.9994407296180725	x
schwuren	no	0.9996212720870972	x
,	no	0.9999701976776123	x
nicht	no	0.6368865370750427	indirect
voneinander	no	0.8607683777809143	indirect
zu	no	0.9570206999778748	indirect
lassen	no	0.9966346621513367	indirect
in	no	0.9833585619926453	indirect
steter	no	0.9742137789726257	indirect
Liebe	no	0.9930518865585327	indirect
und	no	0.945578396320343	indirect
Treue	no	0.874710202217102	indirect
.	no	0.9016293287277222	indirect
Dem	yes	0.9989836812019348	x
Nathanael	no	0.9998743534088135	x
war	no	0.991549015045166	x
es	no	0.9961432814598083	x
zumute	no	0.9982945322990417	x
,	no	0.9998670816421509	x
als	no	0.8906263113021851	indirect
sei	no	0.7670975923538208	indirect
eine	no	0.846046507358551	indirect
schwere	no	0.7760459184646606	indirect
Last	no	0.7178682684898376	indirect
,	no	0.7163015007972717	indirect
die	no	0.5931774973869324	indirect
ihn	no	0.5783131122589111	indirect
zu	no	0.5171937942504883	indirect
Boden	no	0.5830891132354736	indirect
gedrückt	no	0.7373178601264954	indirect
,	no	0.7942436933517456	indirect
von	no	0.5580030083656311	indirect
ihm	no	0.8378320336341858	indirect
abgewälzt	no	0.9905639886856079	indirect
,	no	0.621161937713623	indirect
ja	no	0.8226797580718994	indirect
als	no	0.9422555565834045	indirect
habe	no	0.9940506815910339	indirect
er	no	0.9950535893440247	indirect
,	no	0.9110008478164673	indirect
Widerstand	no	0.9584560990333557	indirect
leistend	no	0.970574140548706	indirect
der	no	0.9784314036369324	indirect
finstern	no	0.9858542084693909	indirect
Macht	no	0.9887358546257019	indirect
,	no	0.7585251927375793	indirect
die	no	0.9746190905570984	indirect
ihn	no	0.9871964454650879	indirect
befangen	no	0.997654139995575	indirect
,	no	0.9180072546005249	indirect
sein	no	0.9847134947776794	indirect
ganzes	no	0.989604115486145	indirect
Sein	no	0.9969005584716797	indirect
,	no	0.9229653477668762	indirect
dem	no	0.9881312847137451	indirect
Vernichtung	no	0.9943095445632935	indirect
drohte	no	0.9978970289230347	indirect
,	no	0.905828058719635	indirect
gerettet	no	0.9908040761947632	indirect
.	no	0.9998553991317749	indirect
Noch	yes	0.8345425724983215	x
drei	no	0.6010946035385132	x
selige	no	0.7519437670707703	x
Tage	no	0.9745231866836548	x
verlebte	no	0.9636507630348206	x
er	no	0.9892799258232117	x
bei	no	0.9738325476646423	x
den	no	0.9664648175239563	x
Lieben	no	0.6848844885826111	x
,	no	0.9999239444732666	x
dann	no	0.9885441660881042	x
kehrte	no	0.9924013614654541	x
er	no	0.997623860836029	x
zurück	no	0.9980593323707581	x
nach	no	0.9842729568481445	x
G.	no	0.9949106574058533	x
,	no	0.9998393058776855	x
wo	no	0.8711679577827454	x
er	no	0.9587679505348206	x
noch	no	0.9691610932350159	x
ein	no	0.9574173092842102	x
Jahr	no	0.9376909136772156	x
zu	no	0.871123731136322	x
bleiben	no	0.9395025968551636	x
,	no	0.9893314838409424	x
dann	no	0.9905603528022766	x
aber	no	0.9846155047416687	x
auf	no	0.9708945751190186	x
immer	no	0.9779756665229797	x
nach	no	0.9709968566894531	x
seiner	no	0.9486945867538452	x
Vaterstadt	no	0.9571574330329895	x
zurückzukehren	no	0.859373152256012	x
gedachte	no	0.9944244623184204	x
.	no	0.9962848424911499	x
Der	yes	0.9977026581764221	x
Mutter	no	0.9997527003288269	x
war	no	0.9956250786781311	x
alles	no	0.995740532875061	x
,	no	0.9989891648292542	x
was	no	0.9594405293464661	x
sich	no	0.9731333255767822	x
auf	no	0.956851065158844	x
Coppelius	no	0.9625797271728516	x
bezog	no	0.8765813112258911	x
,	no	0.99960857629776	x
verschwiegen	no	0.9788606762886047	x
worden	no	0.7428768277168274	x
;	no	0.9999806880950928	x
denn	no	0.9567887187004089	x
man	no	0.9948534369468689	x
wußte	no	0.9960334897041321	x
,	no	0.9999810457229614	x
daß	no	0.8668286800384521	indirect
sie	no	0.9900806546211243	indirect
nicht	no	0.9968485236167908	indirect
ohne	no	0.998042106628418	indirect
Entsetzen	no	0.9984862804412842	indirect
an	no	0.9986889958381653	indirect
ihn	no	0.9977490305900574	indirect
denken	no	0.9986610412597656	indirect
konnte	no	0.9999192953109741	indirect
,	no	0.5474582314491272	indirect
weil	no	0.9969204664230347	indirect
sie	no	0.9999854564666748	indirect
,	no	0.6489356160163879	x
wie	no	0.5454639196395874	x
Nathanael	no	0.5787298679351807	x
,	no	0.8633460998535156	x
ihm	no	0.6156988739967346	x
den	no	0.7376814484596252	x
Tod	no	0.844282865524292	x
ihres	no	0.7934715151786804	x
Mannes	no	0.7100743651390076	x
schuld	no	0.7456420063972473	x
gab	no	0.6604459881782532	x
.	no	0.9989908337593079	x
Wie	yes	0.9784073233604431	x
erstaunte	no	0.9902230501174927	x
Nathanael	no	0.9987760186195374	x
,	no	0.9999361038208008	x
als	no	0.9548197388648987	x
er	no	0.9931353330612183	x
in	no	0.9880232810974121	x
seine	no	0.9885693192481995	x
Wohnung	no	0.9925985336303711	x
wollte	no	0.9833704233169556	x
und	no	0.9992440938949585	x
sah	no	0.996075451374054	x
,	no	0.9999563694000244	x
daß	no	0.9049120545387268	x
das	no	0.9548686742782593	x
ganze	no	0.9822192192077637	x
Haus	no	0.9837280511856079	x
