tok	sentstart	indirect_conf	indirect_pred
ich	no	0.826145350933075	x
eure	no	0.7896650433540344	x
verfließende	no	0.7699530720710754	x
Schattengebilde	no	0.7605059742927551	x
für	no	0.7461540102958679	x
wahre	no	0.7320556044578552	x
Gestalten	no	0.7383448481559753	x
ansehen	no	0.7319821119308472	x
soll	no	0.6043447852134705	x
mit	no	0.5990819334983826	x
Leben	no	0.6233945488929749	x
und	no	0.6327242851257324	x
Regung	no	0.6339758038520813	x
?	no	0.5180585980415344	x
–	yes	0.9000593423843384	x
Klara	no	0.9597526788711548	x
wurde	no	0.9899812340736389	x
deshalb	no	0.9987500905990601	x
von	no	0.9978930354118347	x
vielen	no	0.9979515671730042	x
kalt	no	0.9967162609100342	x
,	no	0.9978784322738647	x
gefühllos	no	0.9965221881866455	x
,	no	0.9972772002220154	x
prosaisch	no	0.9957860112190247	x
gescholten	no	0.9694010019302368	x
;	no	0.9998420476913452	x
aber	no	0.9992287158966064	x
andere	no	0.998986542224884	x
,	no	0.9995717406272888	x
die	no	0.9958005547523499	x
das	no	0.9945218563079834	x
Leben	no	0.9936582446098328	x
in	no	0.9926515221595764	x
klarer	no	0.9915103912353516	x
Tiefe	no	0.9886555671691895	x
aufgefaßt	no	0.9451053738594055	x
,	no	0.9997294545173645	x
liebten	no	0.9948673248291016	x
ungemein	no	0.9946284890174866	x
das	no	0.9930816292762756	x
gemütvolle	no	0.9929419755935669	x
,	no	0.9936949610710144	x
verständige	no	0.9926072359085083	x
,	no	0.9934659600257874	x
kindliche	no	0.9905688166618347	x
Mädchen	no	0.9233611822128296	x
,	no	0.9995556473731995	x
doch	no	0.9992181062698364	x
keiner	no	0.9964575171470642	x
so	no	0.9960108995437622	x
sehr	no	0.9963459372520447	x
als	no	0.9954450130462646	x
Nathanael	no	0.9948129653930664	x
,	no	0.9988458156585693	x
der	no	0.9958422780036926	x
sich	no	0.9954972267150879	x
in	no	0.9952917098999023	x
Wissenschaft	no	0.9958427548408508	x
und	no	0.9957679510116577	x
Kunst	no	0.9959138035774231	x
kräftig	no	0.9960803389549255	x
und	no	0.9961508512496948	x
heiter	no	0.9960519671440125	x
bewegte	no	0.9957857728004456	x
.	no	0.9337952733039856	x
Klara	yes	0.9985608458518982	x
hing	no	0.9981709718704224	x
an	no	0.9976321458816528	x
dem	no	0.9971768856048584	x
Geliebten	no	0.9966673254966736	x
mit	no	0.997238039970398	x
ganzer	no	0.996586799621582	x
Seele	no	0.985934853553772	x
;	no	0.9999659061431885	x
die	no	0.9988200068473816	x
ersten	no	0.9961159229278564	x
Wolkenschatten	no	0.9957802295684814	x
zogen	no	0.9970018267631531	x
durch	no	0.9967395663261414	x
ihr	no	0.9960740804672241	x
Leben	no	0.9943759441375732	x
,	no	0.9997366070747375	x
als	no	0.9970334768295288	x
er	no	0.9960826635360718	x
sich	no	0.9960587024688721	x
von	no	0.9961658716201782	x
ihr	no	0.9962490200996399	x
trennte	no	0.9969719648361206	x
.	no	0.996068000793457	x
Mit	yes	0.9916497468948364	x
welchem	no	0.9908772110939026	x
Entzücken	no	0.9846259951591492	x
flog	no	0.9976046085357666	x
sie	no	0.9985405206680298	x
in	no	0.9978273510932922	x
seine	no	0.9959729313850403	x
Arme	no	0.9857154488563538	x
,	no	0.9999070167541504	x
als	no	0.9948047995567322	x
er	no	0.988558292388916	x
nun	no	0.9422629475593567	x
,	no	0.9995119571685791	x
wie	no	0.9942229390144348	x
er	no	0.9913862943649292	x
im	no	0.9906347393989563	x
letzten	no	0.992312490940094	x
Briefe	no	0.9968053102493286	x
an	no	0.9977941513061523	x
Lothar	no	0.9947152733802795	x
es	no	0.9924736022949219	x
verheißen	no	0.9813944101333618	x
,	no	0.9999960660934448	x
wirklich	no	0.9292283654212952	x
in	no	0.8366376161575317	x
seiner	no	0.7604217529296875	x
Vaterstadt	no	0.706624448299408	x
ins	no	0.6644952297210693	x
Zimmer	no	0.6241183876991272	x
der	no	0.5977023243904114	x
Mutter	no	0.546538233757019	x
eintrat	no	0.5941861271858215	x
.	no	0.9938216209411621	x
Es	yes	0.7351118922233582	x
geschah	no	0.9297130107879639	x
so	no	0.6670690178871155	x
,	no	0.9888741970062256	x
wie	no	0.9994490742683411	x
Nathanael	no	0.9845044612884521	x
geglaubt	no	0.9993933439254761	x
;	no	0.9999244213104248	x
denn	no	0.9946040511131287	x
in	no	0.994429349899292	x
dem	no	0.9955637454986572	x
Augenblick	no	0.9965142607688904	x
,	no	0.9994290471076965	x
als	no	0.9943289160728455	x
er	no	0.9919054508209229	x
Klara	no	0.9859625697135925	x
wiedersah	no	0.8324463963508606	x
,	no	0.9993780851364136	x
dachte	no	0.9989008903503418	x
er	no	0.9987348914146423	x
weder	no	0.9971542358398438	x
an	no	0.9990652203559875	x
den	no	0.9895468354225159	x
Advokaten	no	0.9865139126777649	x
Coppelius	no	0.9874797463417053	x
noch	no	0.9833565950393677	x
an	no	0.9791761636734009	x
Klaras	no	0.9709706902503967	x
verständigen	no	0.9561230540275574	x
Brief	no	0.5193819403648376	x
,	no	0.998830258846283	x
jede	no	0.9931585192680359	x
Verstimmung	no	0.9907974004745483	x
war	no	0.9972041845321655	x
verschwunden	no	0.9963653087615967	x
.	no	0.9203543066978455	x
Recht	yes	0.9991100430488586	x
hatte	no	0.9983162879943848	x
aber	no	0.998867392539978	x
Nathanael	no	0.9982131719589233	x
doch	no	0.9977455735206604	x
,	no	0.999967098236084	x
als	no	0.9922388195991516	x
er	no	0.9861449003219604	x
seinem	no	0.9818743467330933	x
Freunde	no	0.984142005443573	x
Lothar	no	0.9533666968345642	x
schrieb	no	0.9993095397949219	x
,	no	0.999996542930603	x
daß	no	0.6859735250473022	indirect
des	no	0.921655535697937	indirect
widerwärtigen	no	0.9532848000526428	indirect
Wetterglashändlers	no	0.9628143906593323	indirect
Coppola	no	0.9700208902359009	indirect
Gestalt	no	0.9831146001815796	indirect
recht	no	0.9867814183235168	indirect
feindlich	no	0.9883891344070435	indirect
in	no	0.9884979128837585	indirect
sein	no	0.9889862537384033	indirect
Leben	no	0.9889960289001465	indirect
getreten	no	0.9913785457611084	indirect
sei	no	0.9979019165039062	indirect
.	no	0.9988561868667603	indirect
Alle	yes	0.9955978989601135	x
fühlten	no	0.9989451766014099	x
das	no	0.9959080219268799	x
,	no	0.999976634979248	x
da	no	0.9847716689109802	x
Nathanael	no	0.9814757108688354	x
gleich	no	0.9782540798187256	x
in	no	0.9791480302810669	x
den	no	0.9849490523338318	x
ersten	no	0.9865713715553284	x
Tagen	no	0.9884441494941711	x
in	no	0.9888325929641724	x
seinem	no	0.9899154901504517	x
ganzen	no	0.9909753203392029	x
Wesen	no	0.9920411705970764	x
durchaus	no	0.992419421672821	x
verändert	no	0.9928103685379028	x
sich	no	0.9925211071968079	x
zeigte	no	0.9908080697059631	x
.	no	0.656075119972229	x
Er	yes	0.9985830783843994	x
versank	no	0.9991469383239746	x
in	no	0.9978876709938049	x
düstre	no	0.9965171813964844	x
Träumereien	no	0.9964292645454407	x
und	no	0.9998149275779724	x
trieb	no	0.9961062073707581	x
es	no	0.9938192963600159	x
bald	no	0.9989286065101624	x
so	no	0.9970857501029968	x
seltsam	no	0.9952026605606079	x
,	no	0.9999111890792847	x
wie	no	0.9892317652702332	x
man	no	0.9870408177375793	x
es	no	0.9879879951477051	x
niemals	no	0.9880023002624512	x
von	no	0.9882396459579468	x
ihm	no	0.9872640371322632	x
gewohnt	no	0.9909583330154419	x
gewesen	no	0.9899991154670715	x
.	no	0.6291620135307312	x
Alles	yes	0.9983168840408325	x
,	no	0.9995481371879578	x
das	no	0.9969844222068787	x
ganze	no	0.9964479207992554	x
Leben	no	0.9960700273513794	x
war	no	0.9982498288154602	x
ihm	no	0.9974763989448547	x
Traum	no	0.9973204731941223	x
und	no	0.996239185333252	x
Ahnung	no	0.9974992871284485	x
geworden	no	0.9916691780090332	x
;	no	0.9999521970748901	x
immer	no	0.9989232420921326	x
sprach	no	0.9994186162948608	x
er	no	0.9989402890205383	x
davon	no	0.9994893074035645	x
,	no	0.9999927282333374	x
wie	no	0.6710392236709595	indirect
jeder	no	0.6022586822509766	indirect
Mensch	no	0.7191973328590393	indirect
,	no	0.7272614240646362	indirect
sich	no	0.7789074182510376	indirect
frei	no	0.8211975693702698	indirect
wähnend	no	0.8557818531990051	indirect
,	no	0.5015268325805664	indirect
nur	no	0.6678310036659241	indirect
dunklen	no	0.7478940486907959	indirect
Mächten	no	0.7863953113555908	indirect
zum	no	0.8288857340812683	indirect
grausamen	no	0.8580020666122437	indirect
Spiel	no	0.9143368601799011	indirect
diene	no	0.9966604709625244	indirect
,	no	0.8462521433830261	indirect
vergeblich	no	0.6358699202537537	indirect
lehne	no	0.51018226146698	indirect
man	no	0.6465387344360352	indirect
sich	no	0.7206985354423523	indirect
dagegen	no	0.7627568244934082	indirect
auf	no	0.9125901460647583	indirect
,	no	0.6766565442085266	indirect
demütig	no	0.5690689086914062	indirect
müsse	no	0.6871638298034668	indirect
man	no	0.7470478415489197	indirect
sich	no	0.7589016556739807	indirect
dem	no	0.7464677691459656	indirect
fügen	no	0.7746350765228271	indirect
,	no	0.7149250507354736	indirect
was	no	0.7171253561973572	indirect
das	no	0.7812924385070801	indirect
Schicksal	no	0.8021708130836487	indirect
verhängt	no	0.8228450417518616	indirect
habe	no	0.9199504852294922	indirect
.	no	0.9712209105491638	indirect
Er	yes	0.9814006090164185	x
ging	no	0.9990881681442261	x
so	no	0.9992468357086182	x
weit	no	0.9998519420623779	x
,	no	0.9999903440475464	x
zu	no	0.5746016502380371	x
behaupten	no	0.9068940877914429	x
,	no	0.999962329864502	x
daß	no	0.6332336068153381	indirect
es	no	0.9297690391540527	indirect
töricht	no	0.9588243961334229	indirect
sei	no	0.992490828037262	indirect
,	no	0.9397090673446655	indirect
wenn	no	0.9682579040527344	indirect
man	no	0.9725057482719421	indirect
glaube	no	0.9685249924659729	indirect
,	no	0.6011227369308472	indirect
in	no	0.9624021649360657	indirect
Kunst	no	0.9813980460166931	indirect
und	no	0.9887130260467529	indirect
Wissenschaft	no	0.9916056394577026	indirect
nach	no	0.9940094947814941	indirect
selbsttätiger	no	0.9955065250396729	indirect
Willkür	no	0.9961115717887878	indirect
zu	no	0.9993578791618347	indirect
schaffen	no	0.9996787309646606	indirect
;	no	0.7414495348930359	indirect
denn	no	0.6332379579544067	indirect
die	no	0.7001966834068298	indirect
Begeisterung	no	0.7032784223556519	indirect
,	no	0.518561065196991	indirect
in	no	0.5738548636436462	indirect
der	no	0.5720236897468567	indirect
man	no	0.5843523144721985	indirect
nur	no	0.5746889114379883	indirect
zu	no	0.650866687297821	indirect
schaffen	no	0.66534024477005	indirect
fähig	no	0.6709792017936707	indirect
sei	no	0.8802489638328552	indirect
,	no	0.5071045160293579	indirect
komme	no	0.737701952457428	indirect
nicht	no	0.732211709022522	indirect
aus	no	0.7388601303100586	indirect
dem	no	0.7437571287155151	indirect
eignen	no	0.7591886520385742	indirect
Innern	no	0.7930585145950317	indirect
,	no	0.591055154800415	indirect
sondern	no	0.610237717628479	indirect
sei	no	0.753674328327179	indirect
das	no	0.7632718086242676	indirect
Einwirken	no	0.7562901973724365	indirect
irgendeines	no	0.758029043674469	indirect
außer	no	0.7590524554252625	indirect
uns	no	0.7563655972480774	indirect
selbst	no	0.7611883878707886	indirect
liegenden	no	0.7795261740684509	indirect
höheren	no	0.8211935758590698	indirect
Prinzips	no	0.8522801399230957	indirect
.	no	0.9985312223434448	indirect
Der	yes	0.8344183564186096	x
verständigen	no	0.9108643531799316	x
Klara	no	0.9715372323989868	x
war	no	0.9978467226028442	x
diese	no	0.9971821308135986	x
mystische	no	0.9967383742332458	x
Schwärmerei	no	0.9963906407356262	x
im	no	0.9983044862747192	x
höchsten	no	0.9966926574707031	x
Grade	no	0.9968223571777344	x
zuwider	no	0.964102566242218	x
,	no	0.9999351501464844	x
doch	no	0.9989950060844421	x
schien	no	0.9998375177383423	x
es	no	0.9986274242401123	x
vergebens	no	0.9947159886360168	x
,	no	0.9995865225791931	x
sich	no	0.9942010045051575	x
auf	no	0.9932243227958679	x
Widerlegung	no	0.9930179119110107	x
einzulassen	no	0.9922594428062439	x
.	no	0.9851570129394531	x
Nur	yes	0.9875795245170593	x
dann	no	0.9865147471427917	x
,	no	0.9988973140716553	x
wenn	no	0.996060311794281	x
Nathanael	no	0.9960410594940186	x
bewies	no	0.997186005115509	x
,	no	0.9999935626983643	x
daß	no	0.6057801842689514	indirect
Coppelius	no	0.5752232074737549	indirect
das	no	0.7273900508880615	indirect
böse	no	0.7799414396286011	indirect
Prinzip	no	0.8099761605262756	indirect
sei	no	0.9527660608291626	indirect
,	no	0.5233257412910461	indirect
was	no	0.91086345911026	indirect
ihn	no	0.9361531138420105	indirect
in	no	0.9460370540618896	indirect
dem	no	0.950129508972168	indirect
Augenblick	no	0.9540654420852661	indirect
erfaßt	no	0.9621127247810364	indirect
habe	no	0.9891881346702576	indirect
,	no	0.972217857837677	indirect
als	no	0.9766679406166077	indirect
er	no	0.9830347299575806	indirect
hinter	no	0.9870854020118713	indirect
dem	no	0.9909694790840149	indirect
Vorhange	no	0.9948992133140564	indirect
lauschte	no	0.9995145797729492	indirect
,	no	0.7578171491622925	indirect
und	no	0.625962495803833	indirect
daß	no	0.8617310523986816	indirect
dieser	no	0.917752742767334	indirect
widerwärtige	no	0.9224997162818909	indirect
Dämon	no	0.9267633557319641	indirect
auf	no	0.9312910437583923	indirect
entsetzliche	no	0.9357810616493225	indirect
Weise	no	0.9453553557395935	indirect
ihr	no	0.9625060558319092	indirect
Liebesglück	no	0.9763641357421875	indirect
stören	no	0.9910944104194641	indirect
werde	no	0.9998382329940796	indirect
,	no	0.617057204246521	x
da	no	0.8196438550949097	x
wurde	no	0.9714444279670715	x
Klara	no	0.9911269545555115	x
sehr	no	0.9954715967178345	x
ernst	no	0.9976546168327332	x
und	no	0.9994707703590393	x
sprach	no	0.9997249245643616	x
:	no	0.9995760321617126	x
„	no	0.9995515942573547	x
Ja	no	0.9996917247772217	x
Nathanael	no	0.9987643957138062	x
!	no	0.9998304843902588	x
du	yes	0.9992891550064087	x
hast	no	0.9995225667953491	x
recht	no	0.9861801266670227	x
,	no	0.9999861717224121	x
Coppelius	no	0.9900199174880981	x
ist	no	0.975599467754364	x
ein	no	0.9665603637695312	x
böses	no	0.9560655355453491	x
feindliches	no	0.9339032173156738	x
Prinzip	no	0.7426734566688538	x
,	no	0.9992475509643555	x
er	no	0.990064799785614	x
kann	no	0.9866319298744202	x
Entsetzliches	no	0.9861003756523132	x
wirken	no	0.9852948188781738	x
wie	no	0.9855812191963196	x
eine	no	0.9856235980987549	x
teuflische	no	0.9858032464981079	x
Macht	no	0.9855604767799377	x
,	no	0.9895350337028503	x
die	no	0.9887109398841858	x
sichtbarlich	no	0.987754762172699	x
in	no	0.9865614771842957	x
das	no	0.9842783808708191	x
Leben	no	0.9787330031394958	x
trat	no	0.8212355971336365	x
,	no	0.9994497895240784	x
aber	no	0.9958140254020691	x
nur	no	0.9945107698440552	x
dann	no	0.9929714798927307	x
,	no	0.9976204037666321	x
wenn	no	0.9962586164474487	x
du	no	0.9963609576225281	x
ihn	no	0.9960410594940186	x
nicht	no	0.9962282180786133	x
aus	no	0.9963682889938354	x
Sinn	no	0.9966174960136414	x
und	no	0.9968198537826538	x
Gedanken	no	0.9968817234039307	x
verbannst	no	0.9968284964561462	x
.	no	0.9945552349090576	x
Solange	yes	0.9792852997779846	x
du	no	0.9905625581741333	x
an	no	0.9930205941200256	x
ihn	no	0.9865919947624207	x
glaubst	no	0.9636000990867615	x
,	no	0.9985201954841614	x
ist	no	0.9893080592155457	x
er	no	0.987078070640564	x
auch	no	0.9859533905982971	x
und	no	0.9794033169746399	x
wirkt	no	0.7915164828300476	x
,	no	0.9990618824958801	x
nur	no	0.9965298771858215	x
dein	no	0.9944755434989929	x
Glaube	no	0.9964922070503235	x
ist	no	0.9941983222961426	x
seine	no	0.9893981218338013	x
Macht.	no	0.9246959090232849	x
“	no	0.9972290396690369	x
–	no	0.9996194839477539	x
Nathanael	no	0.9994402527809143	x
,	no	0.999904990196228	x
ganz	no	0.9931427240371704	x
erzürnt	no	0.9904914498329163	x
,	no	0.9999922513961792	x
daß	no	0.8205044865608215	x
Klara	no	0.7433687448501587	x
die	no	0.6053521633148193	x
Existenz	no	0.5040820240974426	x
des	no	0.5429461002349854	x
Dämons	no	0.5802026391029358	x
nur	no	0.6277626752853394	x
in	no	0.6822537779808044	x
seinem	no	0.7370888590812683	x
eignen	no	0.7974695563316345	x
Innern	no	0.8901479244232178	x
statuiere	no	0.9927424192428589	x
,	no	0.8972437381744385	x
wollte	no	0.9676065444946289	x
dann	no	0.9673553705215454	x
hervorrücken	no	0.9541573524475098	x
mit	no	0.9467418193817139	x
der	no	0.9502004384994507	x
ganzen	no	0.9497760534286499	x
mystischen	no	0.949617326259613	x
Lehre	no	0.956105649471283	x
von	no	0.9547349810600281	x
Teufeln	no	0.9492872953414917	x
und	no	0.9366326928138733	x
grausen	no	0.9049170017242432	x
Mächten	no	0.5425575375556946	x
,	no	0.9983301758766174	x
Klara	no	0.9979580640792847	x
brach	no	0.9997556805610657	x
aber	no	0.9993347525596619	x
verdrüßlich	no	0.996005117893219	x
ab	no	0.9953725934028625	x
,	no	0.9999604225158691	x
indem	no	0.9953966736793518	x
sie	no	0.9951605200767517	x
irgend	no	0.9941363334655762	x
etwas	no	0.9921743869781494	x
Gleichgültiges	no	0.9907101988792419	x
dazwischenschob	no	0.9710412621498108	x
,	no	0.9993523955345154	x
zu	no	0.9955447316169739	x
Nathanaels	no	0.9960823655128479	x
nicht	no	0.9965259432792664	x
geringem	no	0.9972313046455383	x
Ärger	no	0.9976771473884583	x
.	no	0.9955523610115051	x
Der	yes	0.9912049174308777	x
dachte	no	0.9999812841415405	x
,	no	0.9999961853027344	x
kalten	no	0.6663562059402466	indirect
unempfänglichen	no	0.6667575836181641	indirect
Gemütern	no	0.8197513222694397	indirect
erschließen	no	0.9346091747283936	indirect
sich	no	0.9678606390953064	indirect
nicht	no	0.9750686287879944	indirect
solche	no	0.9835382103919983	indirect
tiefe	no	0.9928902387619019	indirect
Geheimnisse	no	0.9994644522666931	indirect
,	no	0.5604845285415649	indirect
ohne	no	0.6275990605354309	indirect
sich	no	0.7769599556922913	indirect
deutlich	no	0.7834103107452393	indirect
bewußt	no	0.5594311356544495	indirect
zu	no	0.8416604995727539	indirect
sein	no	0.900793194770813	indirect
,	no	0.9933918118476868	indirect
daß	no	0.6001949310302734	indirect
er	no	0.8898600339889526	indirect
Klara	no	0.9262979626655579	indirect
eben	no	0.955525279045105	indirect
zu	no	0.9717491269111633	indirect
solchen	no	0.982839047908783	indirect
untergeordneten	no	0.9927945733070374	indirect
Naturen	no	0.9973587393760681	indirect
zähle	no	0.9998570680618286	indirect
,	no	0.7219098210334778	x
weshalb	no	0.9101009368896484	x
er	no	0.9311159253120422	x
nicht	no	0.9417815208435059	x
abließ	no	0.9788693785667419	x
mit	no	0.9620316624641418	x
Versuchen	no	0.982856810092926	x
,	no	0.9994764924049377	x
sie	no	0.9831095337867737	x
in	no	0.9740777015686035	x
jene	no	0.967900276184082	x
Geheimnisse	no	0.9544347524642944	x
einzuweihen	no	0.9226585030555725	x
.	no	0.8718224167823792	x
Am	yes	0.9963669776916504	x
frühen	no	0.9977661371231079	x
Morgen	no	0.9988405108451843	x
,	no	0.9998267292976379	x
wenn	no	0.9965845346450806	x
Klara	no	0.9965866804122925	x
das	no	0.995872437953949	x
Frühstück	no	0.9952360987663269	x
bereiten	no	0.9934558272361755	x
half	no	0.9378677606582642	x
,	no	0.9997338652610779	x
stand	no	0.9983820915222168	x
er	no	0.9992696642875671	x
bei	no	0.9968528151512146	x
ihr	no	0.9962638020515442	x
und	no	0.9993971586227417	x
las	no	0.9989732503890991	x
ihr	no	0.9966059923171997	x
aus	no	0.9963507652282715	x
allerlei	no	0.9954593777656555	x
mystischen	no	0.9918546676635742	x
Büchern	no	0.9862437844276428	x
vor	no	0.987801730632782	x
,	no	0.9999949932098389	x
daß	no	0.8968554139137268	x
Klara	no	0.8006539344787598	x
bat	no	0.7047222256660461	x
:	no	0.8855949640274048	x
„	no	0.8511548042297363	x
Aber	no	0.747144341468811	x
,	no	0.9890562295913696	x
lieber	no	0.9967291355133057	x
Nathanael	no	0.9974452257156372	x
,	no	0.9999825954437256	x
wenn	no	0.9775269031524658	x
ich	no	0.9685935378074646	x
dich	no	0.9636788964271545	x
nun	no	0.9555100202560425	x
das	no	0.9562962651252747	x
böse	no	0.9604374766349792	x
Prinzip	no	0.9614935517311096	x
schelten	no	0.9601078033447266	x
wollte	no	0.8424731492996216	x
,	no	0.990830659866333	x
das	no	0.9849211573600769	x
feindlich	no	0.9835084080696106	x
auf	no	0.9835748672485352	x
meinen	no	0.9837504029273987	x
Kaffee	no	0.98464035987854	x
wirkt	no	0.9856970310211182	x
?	no	0.9618501663208008	x
–	yes	0.9824461936950684	x
Denn	no	0.9995383024215698	x
wenn	no	0.9797510504722595	x
ich	no	0.7517992854118347	x
,	no	0.9965614676475525	x
wie	no	0.9976003766059875	x
du	no	0.995884120464325	x
es	no	0.9932716488838196	x
willst	no	0.9796804785728455	x
,	no	0.9999067783355713	x
alles	no	0.988324761390686	x
stehen	no	0.9842548370361328	x
und	no	0.9801492094993591	x
liegen	no	0.9767493009567261	x
lassen	no	0.973922073841095	x
und	no	0.9683881402015686	x
dir	no	0.9441561102867126	x
,	no	0.99192214012146	x
indem	no	0.9858770370483398	x
du	no	0.9831228852272034	x
liesest	no	0.9781870245933533	x
,	no	0.9944196343421936	x
in	no	0.9903759360313416	x
die	no	0.9885276556015015	x
Augen	no	0.9849002361297607	x
schauen	no	0.9795602560043335	x
soll	no	0.672165036201477	x
,	no	0.9982762336730957	x
so	no	0.9945216178894043	x
läuft	no	0.9945018291473389	x
mir	no	0.9948193430900574	x
der	no	0.9948025941848755	x
Kaffee	no	0.9956037998199463	x
ins	no	0.9941653609275818	x
Feuer	no	0.9722558856010437	x
,	no	0.9997827410697937	x
und	no	0.9992455244064331	x
ihr	no	0.9957595467567444	x
bekommt	no	0.9941473007202148	x
alle	no	0.9941462278366089	x
kein	no	0.993335485458374	x
Frühstück	no	0.9923766255378723	x
!	no	0.8958866596221924	x
“	no	0.991255521774292	x
–	no	0.9995868802070618	x
Nathanael	no	0.9998749494552612	x
klappte	no	0.9968224763870239	x
das	no	0.9971394538879395	x
Buch	no	0.9965025186538696	x
heftig	no	0.9975919723510742	x
zu	no	0.994049072265625	x
und	no	0.9996404647827148	x
rannte	no	0.9985687732696533	x
voll	no	0.9973188042640686	x
Unmut	no	0.9973937273025513	x
fort	no	0.9974920749664307	x
in	no	0.9973978996276855	x
sein	no	0.9968492388725281	x
Zimmer	no	0.9968528151512146	x
.	no	0.9946309328079224	x
Sonst	yes	0.9872395396232605	x
hatte	no	0.9930223822593689	x
er	no	0.9965529441833496	x
eine	no	0.996350884437561	x
besondere	no	0.9963339567184448	x
Stärke	no	0.996911883354187	x
in	no	0.9966629147529602	x
anmutigen	no	0.9969504475593567	x
,	no	0.9974347949028015	x
lebendigen	no	0.9957435727119446	x
Erzählungen	no	0.9931476712226868	x
,	no	0.9999006986618042	x
die	no	0.9986119270324707	x
er	no	0.9954668283462524	x
aufschrieb	no	0.9922035932540894	x
und	no	0.9991699457168579	x
die	no	0.9954044818878174	x
Klara	no	0.9952887296676636	x
mit	no	0.9946558475494385	x
dem	no	0.9951820969581604	x
innigsten	no	0.9937819838523865	x
Vergnügen	no	0.9924042820930481	x
anhörte	no	0.9513857364654541	x
;	no	0.9998612403869629	x
jetzt	no	0.9948223829269409	x
waren	no	0.9961762428283691	x
seine	no	0.994681179523468	x
Dichtungen	no	0.995384156703949	x
düster	no	0.9955592155456543	x
,	no	0.9971556663513184	x
unverständlich	no	0.9957059025764465	x
,	no	0.9967222809791565	x
gestaltlos	no	0.9823983311653137	x
,	no	0.999849796295166	x
so	no	0.9984763264656067	x
daß	no	0.9797706007957458	x
,	no	0.9995083808898926	x
wenn	no	0.9942339062690735	x
Klara	no	0.9938137531280518	x
schonend	no	0.9917962551116943	x
es	no	0.9932763576507568	x
auch	no	0.9895864725112915	x
nicht	no	0.9836704730987549	x
sagte	no	0.8835623264312744	x
,	no	0.9999520778656006	x
er	no	0.9782518148422241	x
doch	no	0.953548789024353	x
wohl	no	0.950905442237854	x
fühlte	no	0.9673417806625366	x
,	no	0.9999573230743408	x
wie	no	0.8704189658164978	indirect
wenig	no	0.6966553330421448	indirect
sie	no	0.581970751285553	indirect
davon	no	0.5130041837692261	indirect
angesprochen	no	0.598354697227478	indirect
wurde	no	0.7570421099662781	indirect
.	no	0.9975959658622742	indirect
Nichts	yes	0.8281639218330383	x
war	no	0.9651966691017151	x
für	no	0.9964849948883057	x
Klara	no	0.9979645013809204	x
tötender	no	0.9973872303962708	x
als	no	0.9972788691520691	x
das	no	0.9963629841804504	x
Langweilige	no	0.993025541305542	x
;	no	0.9999868869781494	x
in	no	0.9936968684196472	x
Blick	no	0.9943947792053223	x
und	no	0.9945212602615356	x
Rede	no	0.995477020740509	x
sprach	no	0.9958924055099487	x
sich	no	0.9965174198150635	x
dann	no	0.9975614547729492	x
ihre	no	0.9971553087234497	x
nicht	no	0.9973944425582886	x
zu	no	0.9969070553779602	x
besiegende	no	0.9969078898429871	x
geistige	no	0.996845543384552	x
Schläfrigkeit	no	0.9968247413635254	x
aus	no	0.9970300197601318	x
.	no	0.9655753970146179	x
Nathanaels	yes	0.9988621473312378	x
Dichtungen	no	0.9971635937690735	x
waren	no	0.9992603659629822	x
in	no	0.9982941746711731	x
der	no	0.9979615211486816	x
Tat	no	0.9995625615119934	x
sehr	no	0.9959530830383301	x
langweilig	no	0.9962623715400696	x
.	no	0.9956121444702148	x
Sein	yes	0.9940047860145569	x
Verdruß	no	0.9983159303665161	x
über	no	0.9966285824775696	x
Klaras	no	0.9967137575149536	x
kaltes	no	0.9966831803321838	x
prosaisches	no	0.9961209893226624	x
Gemüt	no	0.9948931932449341	x
stieg	no	0.9988670349121094	x
höher	no	0.9924471378326416	x
,	no	0.9999676942825317	x
Klara	no	0.9978856444358826	x
konnte	no	0.998620867729187	x
ihren	no	0.9967955946922302	x
Unmut	no	0.9972531199455261	x
über	no	0.9964236617088318	x
Nathanaels	no	0.996610701084137	x
dunkle	no	0.9964003562927246	x
,	no	0.9971500039100647	x
düstere	no	0.9969751834869385	x
,	no	0.9972190856933594	x
langweilige	no	0.9963685274124146	x
Mystik	no	0.9953281879425049	x
nicht	no	0.997162401676178	x
überwinden	no	0.9880908727645874	x
,	no	0.9998646974563599	x
und	no	0.9992318153381348	x
so	no	0.9993902444839478	x
entfernten	no	0.996685802936554	x
beide	no	0.9960837364196777	x
im	no	0.9958531856536865	x
Innern	no	0.9958899617195129	x
sich	no	0.9967294931411743	x
immer	no	0.9977689981460571	x
mehr	no	0.9981018900871277	x
voneinander	no	0.9901474118232727	x
,	no	0.9998080134391785	x
ohne	no	0.9972754120826721	x
es	no	0.9955143332481384	x
selbst	no	0.9955174326896667	x
zu	no	0.9933010339736938	x
bemerken	no	0.9938212633132935	x
.	no	0.8164584636688232	x
Die	yes	0.9995332956314087	x
Gestalt	no	0.9951935410499573	x
des	no	0.9939318895339966	x
häßlichen	no	0.9905954599380493	x
Coppelius	no	0.9876360297203064	x
war	no	0.5621369481086731	x
,	no	0.9982964396476746	x
wie	no	0.9998939037322998	x
Nathanael	no	0.9926692247390747	x
selbst	no	0.9849377870559692	x
es	no	0.9984509944915771	x
sich	no	0.982205867767334	x
gestehen	no	0.9998515844345093	x
mußte	no	0.9179871678352356	x
